date,year,month,quarter,season,region,country,temperature,rainfall,humidity,co2,sea_level
1965-10-01,1965,10,4,Autumn,Northern Europe,Sweden,4.85,59.36,70.86,322.15,20.73
1965-11-01,1965,11,4,Autumn,Northern Europe,Sweden,2.88,26.31,68.27,322.68,24.33
1965-12-01,1965,12,4,Winter,Northern Europe,Sweden,1.88,36.14,66.53,321.64,22.3
1966-01-01,1966,1,1,Winter,Northern Europe,Sweden,2.76,56.0,72.54,323.13,26.27
1966-02-01,1966,2,1,Winter,Northern Europe,Sweden,0.61,21.75,75.72,323.13,20.06
1966-03-01,1966,3,1,Spring,Northern Europe,Sweden,1.29,54.65,69.39,323.26,23.21
1966-04-01,1966,4,2,Spring,Northern Europe,Sweden,4.6,38.6,71.62,323.33,23.17
1966-05-01,1966,5,2,Spring,Northern Europe,Sweden,6.3,54.06,75.37,322.65,23.91
1966-06-01,1966,6,2,Summer,Northern Europe,Sweden,7.26,52.65,79.17,323.24,30.49
1966-07-01,1966,7,3,Summer,Northern Europe,Sweden,8.36,53.2,71.9,323.16,24.97
1966-08-01,1966,8,3,Summer,Northern Europe,Sweden,7.07,52.48,68.38,323.51,18.22
1966-09-01,1966,9,3,Autumn,Northern Europe,Sweden,6.39,36.1,74.16,322.94,18.55
1966-10-01,1966,10,4,Autumn,Northern Europe,Sweden,5.06,22.82,71.84,323.38,28.13
1966-11-01,1966,11,4,Autumn,Northern Europe,Sweden,1.22,41.93,77.42,323.56,27.84
1966-12-01,1966,12,4,Winter,Northern Europe,Sweden,3.36,39.51,73.86,322.96,18.07
1967-01-01,1967,1,1,Winter,Northern Europe,Sweden,1.27,23.36,69.4,323.86,26.82
1967-02-01,1967,2,1,Winter,Northern Europe,Sweden,1.03,23.13,76.33,324.21,24.2
1967-03-01,1967,3,1,Spring,Northern Europe,Sweden,2.14,57.47,73.35,324.2,19.76
1967-04-01,1967,4,2,Spring,Northern Europe,Sweden,6.52,66.48,79.22,324.17,24.0
1967-05-01,1967,5,2,Spring,Northern Europe,Sweden,6.86,37.8,67.05,325.03,25.33
1967-06-01,1967,6,2,Summer,Northern Europe,Sweden,6.82,62.84,69.13,323.66,22.1
1967-07-01,1967,7,3,Summer,Northern Europe,Sweden,7.83,57.39,72.86,324.94,24.79
1967-08-01,1967,8,3,Summer,Northern Europe,Sweden,7.48,68.51,76.89,324.36,26.38
1967-09-01,1967,9,3,Autumn,Northern Europe,Sweden,5.93,39.89,82.99,324.23,26.38
1967-10-01,1967,10,4,Autumn,Northern Europe,Sweden,3.23,57.99,65.97,325.12,30.89
1967-11-01,1967,11,4,Autumn,Northern Europe,Sweden,2.86,48.75,71.06,324.43,26.73
1967-12-01,1967,12,4,Winter,Northern Europe,Sweden,1.52,55.65,67.41,325.06,24.23
1968-01-01,1968,1,1,Winter,Northern Europe,Sweden,0.79,48.95,74.13,325.11,25.56
1968-02-01,1968,2,1,Winter,Northern Europe,Sweden,-0.0,35.13,68.84,325.92,24.64
1968-03-01,1968,3,1,Spring,Northern Europe,Sweden,2.48,59.21,82.32,325.43,30.06
1968-04-01,1968,4,2,Spring,Northern Europe,Sweden,4.94,26.05,68.04,324.59,27.97
1968-05-01,1968,5,2,Spring,Northern Europe,Sweden,5.77,48.96,84.85,326.44,24.7
1968-06-01,1968,6,2,Summer,Northern Europe,Sweden,6.92,66.59,66.98,326.2,35.21
1968-07-01,1968,7,3,Summer,Northern Europe,Sweden,8.73,67.91,77.34,325.58,27.87
1968-08-01,1968,8,3,Summer,Northern Europe,Sweden,7.12,69.06,66.57,326.08,30.4
1968-09-01,1968,9,3,Autumn,Northern Europe,Sweden,5.93,44.64,71.15,325.44,27.47
1968-10-01,1968,10,4,Autumn,Northern Europe,Sweden,3.69,40.79,74.73,326.05,26.12
1968-11-01,1968,11,4,Autumn,Northern Europe,Sweden,1.22,60.26,69.76,326.62,26.6
1968-12-01,1968,12,4,Winter,Northern Europe,Sweden,1.56,40.29,73.22,327.19,25.95
1969-01-01,1969,1,1,Winter,Northern Europe,Sweden,2.32,45.99,77.87,326.38,34.33
1969-02-01,1969,2,1,Winter,Northern Europe,Sweden,1.9,39.57,76.52,327.21,25.06
1969-03-01,1969,3,1,Spring,Northern Europe,Sweden,1.09,65.0,70.89,326.9,26.89
1969-04-01,1969,4,2,Spring,Northern Europe,Sweden,5.76,39.63,75.22,327.02,24.74
1969-05-01,1969,5,2,Spring,Northern Europe,Sweden,7.27,59.58,68.6,327.13,28.79
1969-06-01,1969,6,2,Summer,Northern Europe,Sweden,8.02,74.09,70.38,327.02,27.97
1969-07-01,1969,7,3,Summer,Northern Europe,Sweden,7.53,36.14,72.67,327.36,28.51
1969-08-01,1969,8,3,Summer,Northern Europe,Sweden,7.81,45.16,73.26,327.22,29.92
1969-09-01,1969,9,3,Autumn,Northern Europe,Sweden,6.56,56.81,78.59,327.38,29.94
1969-10-01,1969,10,4,Autumn,Northern Europe,Sweden,3.08,61.54,70.51,327.18,24.68
1969-11-01,1969,11,4,Autumn,Northern Europe,Sweden,4.03,20.41,79.44,327.32,22.78
1969-12-01,1969,12,4,Winter,Northern Europe,Sweden,3.0,50.63,60.21,326.98,30.1
1970-01-01,1970,1,1,Winter,Northern Europe,Sweden,2.66,40.5,58.77,329.08,31.49
1970-02-01,1970,2,1,Winter,Northern Europe,Sweden,-0.02,46.27,74.24,328.37,27.52
1970-03-01,1970,3,1,Spring,Northern Europe,Sweden,2.46,41.42,73.77,328.82,23.56
1970-04-01,1970,4,2,Spring,Northern Europe,Sweden,4.87,50.37,72.85,328.34,34.26
1970-05-01,1970,5,2,Spring,Northern Europe,Sweden,7.61,43.47,71.58,328.81,33.85
1970-06-01,1970,6,2,Summer,Northern Europe,Sweden,7.09,40.99,73.37,328.05,24.17
1970-07-01,1970,7,3,Summer,Northern Europe,Sweden,7.64,59.59,79.77,328.22,29.63
1970-08-01,1970,8,3,Summer,Northern Europe,Sweden,7.99,47.87,68.36,328.63,26.41
1970-09-01,1970,9,3,Autumn,Northern Europe,Sweden,5.75,50.27,73.61,327.89,29.61
1970-10-01,1970,10,4,Autumn,Northern Europe,Sweden,3.44,42.47,75.94,328.47,35.01
1970-11-01,1970,11,4,Autumn,Northern Europe,Sweden,2.43,58.15,75.97,328.49,26.05
1970-12-01,1970,12,4,Winter,Northern Europe,Sweden,1.41,39.14,69.14,328.56,25.65
1971-01-01,1971,1,1,Winter,Northern Europe,Sweden,0.74,33.82,70.73,329.54,29.39
1971-02-01,1971,2,1,Winter,Northern Europe,Sweden,1.77,37.58,72.02,329.4,29.01
1971-03-01,1971,3,1,Spring,Northern Europe,Sweden,4.46,37.29,61.47,329.99,29.38
1971-04-01,1971,4,2,Spring,Northern Europe,Sweden,4.88,44.01,74.75,329.81,30.82
1971-05-01,1971,5,2,Spring,Northern Europe,Sweden,7.48,22.99,65.37,329.52,26.42
1971-06-01,1971,6,2,Summer,Northern Europe,Sweden,7.36,46.11,76.87,329.81,30.86
1971-07-01,1971,7,3,Summer,Northern Europe,Sweden,7.98,43.38,76.45,330.33,27.86
1971-08-01,1971,8,3,Summer,Northern Europe,Sweden,9.1,47.59,68.24,330.04,33.19
1971-09-01,1971,9,3,Autumn,Northern Europe,Sweden,6.29,48.67,77.86,329.6,31.29
1971-10-01,1971,10,4,Autumn,Northern Europe,Sweden,5.69,35.23,69.71,330.26,33.08
1971-11-01,1971,11,4,Autumn,Northern Europe,Sweden,3.16,32.88,73.61,329.74,38.32
1971-12-01,1971,12,4,Winter,Northern Europe,Sweden,2.11,44.75,73.43,329.87,33.6
1972-01-01,1972,1,1,Winter,Northern Europe,Sweden,0.77,60.15,65.38,331.28,30.53
1972-02-01,1972,2,1,Winter,Northern Europe,Sweden,1.72,53.47,63.44,331.13,28.68
1972-03-01,1972,3,1,Spring,Northern Europe,Sweden,2.74,28.99,72.81,331.03,35.24
1972-04-01,1972,4,2,Spring,Northern Europe,Sweden,5.63,45.12,76.47,331.75,30.23
1972-05-01,1972,5,2,Spring,Northern Europe,Sweden,7.71,47.09,67.11,331.32,32.78
1972-06-01,1972,6,2,Summer,Northern Europe,Sweden,6.68,40.28,80.19,331.31,37.45
1972-07-01,1972,7,3,Summer,Northern Europe,Sweden,7.97,46.1,63.58,331.59,34.23
1972-08-01,1972,8,3,Summer,Northern Europe,Sweden,7.59,46.2,77.63,331.13,32.5
1972-09-01,1972,9,3,Autumn,Northern Europe,Sweden,5.91,47.98,74.75,330.63,33.24
1972-10-01,1972,10,4,Autumn,Northern Europe,Sweden,5.15,49.06,77.27,331.74,35.71
1972-11-01,1972,11,4,Autumn,Northern Europe,Sweden,2.11,47.11,73.73,331.01,31.49
1972-12-01,1972,12,4,Winter,Northern Europe,Sweden,1.1,73.23,70.64,331.63,30.39
1973-01-01,1973,1,1,Winter,Northern Europe,Sweden,2.7,40.78,72.26,331.82,37.85
1973-02-01,1973,2,1,Winter,Northern Europe,Sweden,2.7,29.26,77.87,332.02,36.4
1973-03-01,1973,3,1,Spring,Northern Europe,Sweden,2.75,59.9,73.25,332.92,38.21
1973-04-01,1973,4,2,Spring,Northern Europe,Sweden,4.5,44.68,66.44,332.43,40.28
1973-05-01,1973,5,2,Spring,Northern Europe,Sweden,7.21,35.85,80.16,332.71,36.99
1973-06-01,1973,6,2,Summer,Northern Europe,Sweden,8.11,57.18,62.01,332.99,27.74
1973-07-01,1973,7,3,Summer,Northern Europe,Sweden,9.06,56.11,76.18,332.61,37.63
1973-08-01,1973,8,3,Summer,Northern Europe,Sweden,7.92,58.13,74.02,333.3,36.3
1973-09-01,1973,9,3,Autumn,Northern Europe,Sweden,5.38,46.21,74.99,333.05,32.33
1973-10-01,1973,10,4,Autumn,Northern Europe,Sweden,6.13,51.96,74.1,332.05,37.85
1973-11-01,1973,11,4,Autumn,Northern Europe,Sweden,2.19,39.18,70.41,333.1,35.9
1973-12-01,1973,12,4,Winter,Northern Europe,Sweden,0.87,39.09,79.05,332.46,36.18
1974-01-01,1974,1,1,Winter,Northern Europe,Sweden,2.04,6.71,78.32,333.56,34.92
1974-02-01,1974,2,1,Winter,Northern Europe,Sweden,2.87,58.71,74.46,334.19,38.93
1974-03-01,1974,3,1,Spring,Northern Europe,Sweden,4.05,62.44,72.54,333.61,35.23
1974-04-01,1974,4,2,Spring,Northern Europe,Sweden,4.83,44.41,66.94,334.07,31.3
1974-05-01,1974,5,2,Spring,Northern Europe,Sweden,6.73,49.17,72.58,334.24,38.16
1974-06-01,1974,6,2,Summer,Northern Europe,Sweden,9.43,46.7,73.4,333.99,36.5
1974-07-01,1974,7,3,Summer,Northern Europe,Sweden,7.36,41.75,72.03,333.27,35.0
1974-08-01,1974,8,3,Summer,Northern Europe,Sweden,7.44,51.66,77.66,333.47,38.61
1974-09-01,1974,9,3,Autumn,Northern Europe,Sweden,5.96,47.5,74.33,333.79,33.32
1974-10-01,1974,10,4,Autumn,Northern Europe,Sweden,4.18,30.1,73.91,332.66,38.66
1974-11-01,1974,11,4,Autumn,Northern Europe,Sweden,3.0,65.44,82.91,334.27,34.12
1974-12-01,1974,12,4,Winter,Northern Europe,Sweden,3.18,31.63,62.49,334.64,37.8
1975-01-01,1975,1,1,Winter,Northern Europe,Sweden,0.04,29.75,74.76,334.9,35.32
1975-02-01,1975,2,1,Winter,Northern Europe,Sweden,3.2,66.67,72.73,335.19,40.21
1975-03-01,1975,3,1,Spring,Northern Europe,Sweden,2.57,19.91,58.19,335.22,40.15
1975-04-01,1975,4,2,Spring,Northern Europe,Sweden,4.76,54.11,76.55,335.8,38.06
1975-05-01,1975,5,2,Spring,Northern Europe,Sweden,6.88,47.09,70.71,334.62,41.02
1975-06-01,1975,6,2,Summer,Northern Europe,Sweden,7.49,47.54,69.29,334.71,37.24
1975-07-01,1975,7,3,Summer,Northern Europe,Sweden,8.71,47.07,77.19,335.1,32.9
1975-08-01,1975,8,3,Summer,Northern Europe,Sweden,8.97,57.23,76.32,335.6,34.66
1975-09-01,1975,9,3,Autumn,Northern Europe,Sweden,6.01,64.14,81.18,335.28,35.62
1975-10-01,1975,10,4,Autumn,Northern Europe,Sweden,5.74,42.95,73.64,335.08,38.31
1975-11-01,1975,11,4,Autumn,Northern Europe,Sweden,1.84,43.29,68.86,335.51,37.99
1975-12-01,1975,12,4,Winter,Northern Europe,Sweden,2.22,35.71,70.96,335.5,40.08
1976-01-01,1976,1,1,Winter,Northern Europe,Sweden,0.38,48.59,67.93,336.96,44.58
1976-02-01,1976,2,1,Winter,Northern Europe,Sweden,-0.22,35.09,73.32,336.6,41.82
1976-03-01,1976,3,1,Spring,Northern Europe,Sweden,3.06,39.01,66.9,336.12,36.77
1976-04-01,1976,4,2,Spring,Northern Europe,Sweden,4.34,49.34,71.22,336.34,35.97
1976-05-01,1976,5,2,Spring,Northern Europe,Sweden,6.16,41.13,68.26,336.87,43.1
1976-06-01,1976,6,2,Summer,Northern Europe,Sweden,6.91,65.15,75.47,336.67,43.58
1976-07-01,1976,7,3,Summer,Northern Europe,Sweden,8.21,59.54,72.62,336.62,40.38
1976-08-01,1976,8,3,Summer,Northern Europe,Sweden,7.99,60.27,68.65,336.34,36.98
1976-09-01,1976,9,3,Autumn,Northern Europe,Sweden,6.14,63.95,69.69,336.86,39.8
1976-10-01,1976,10,4,Autumn,Northern Europe,Sweden,4.16,64.79,75.68,336.6,38.76
1976-11-01,1976,11,4,Autumn,Northern Europe,Sweden,2.63,30.22,67.88,336.79,34.25
1976-12-01,1976,12,4,Winter,Northern Europe,Sweden,1.01,40.56,86.52,336.87,42.29
1977-01-01,1977,1,1,Winter,Northern Europe,Sweden,0.87,49.11,63.2,337.82,42.02
1977-02-01,1977,2,1,Winter,Northern Europe,Sweden,0.69,46.96,74.38,337.71,38.0
1977-03-01,1977,3,1,Spring,Northern Europe,Sweden,2.48,41.06,70.42,338.15,38.9
1977-04-01,1977,4,2,Spring,Northern Europe,Sweden,5.98,63.1,73.18,337.81,38.9
1977-05-01,1977,5,2,Spring,Northern Europe,Sweden,6.94,53.08,70.99,337.79,41.56
1977-06-01,1977,6,2,Summer,Northern Europe,Sweden,7.85,46.01,72.57,337.71,38.25
1977-07-01,1977,7,3,Summer,Northern Europe,Sweden,8.35,48.48,68.34,338.37,39.32
1977-08-01,1977,8,3,Summer,Northern Europe,Sweden,9.35,62.11,67.9,338.41,38.35
1977-09-01,1977,9,3,Autumn,Northern Europe,Sweden,7.91,55.07,74.71,337.96,41.3
1977-10-01,1977,10,4,Autumn,Northern Europe,Sweden,4.33,39.49,73.7,338.36,36.93
1977-11-01,1977,11,4,Autumn,Northern Europe,Sweden,3.73,54.32,69.82,337.77,46.09
1977-12-01,1977,12,4,Winter,Northern Europe,Sweden,2.29,57.94,70.74,338.17,41.55
1978-01-01,1978,1,1,Winter,Northern Europe,Sweden,1.36,46.25,77.55,339.94,41.25
1978-02-01,1978,2,1,Winter,Northern Europe,Sweden,0.78,61.24,80.28,339.46,47.38
1978-03-01,1978,3,1,Spring,Northern Europe,Sweden,3.28,34.64,65.44,338.77,42.01
1978-04-01,1978,4,2,Spring,Northern Europe,Sweden,4.44,38.4,71.47,339.64,40.36
1978-05-01,1978,5,2,Spring,Northern Europe,Sweden,6.18,42.02,76.6,339.27,42.84
1978-06-01,1978,6,2,Summer,Northern Europe,Sweden,8.98,84.91,75.2,339.52,38.45
1978-07-01,1978,7,3,Summer,Northern Europe,Sweden,8.64,55.71,76.46,339.14,42.6
1978-08-01,1978,8,3,Summer,Northern Europe,Sweden,8.44,76.64,79.82,339.81,44.18
1978-09-01,1978,9,3,Autumn,Northern Europe,Sweden,6.12,60.78,68.14,339.22,47.34
1978-10-01,1978,10,4,Autumn,Northern Europe,Sweden,4.92,52.59,73.78,339.26,35.53
1978-11-01,1978,11,4,Autumn,Northern Europe,Sweden,1.64,54.54,67.4,339.26,38.32
1978-12-01,1978,12,4,Winter,Northern Europe,Sweden,1.06,44.95,76.62,339.75,39.8
1979-01-01,1979,1,1,Winter,Northern Europe,Sweden,1.74,28.68,72.28,341.03,43.3
1979-02-01,1979,2,1,Winter,Northern Europe,Sweden,2.77,52.08,73.21,340.55,41.9
1979-03-01,1979,3,1,Spring,Northern Europe,Sweden,1.95,30.17,76.97,341.26,40.26
1979-04-01,1979,4,2,Spring,Northern Europe,Sweden,4.86,26.97,67.12,340.75,41.94
1979-05-01,1979,5,2,Spring,Northern Europe,Sweden,5.29,67.18,71.75,340.21,43.88
1979-06-01,1979,6,2,Summer,Northern Europe,Sweden,7.77,57.33,70.3,340.78,46.33
1979-07-01,1979,7,3,Summer,Northern Europe,Sweden,7.39,47.06,76.2,340.43,43.25
1979-08-01,1979,8,3,Summer,Northern Europe,Sweden,7.64,50.33,69.54,340.15,44.88
1979-09-01,1979,9,3,Autumn,Northern Europe,Sweden,7.25,50.48,76.75,340.45,41.85
1979-10-01,1979,10,4,Autumn,Northern Europe,Sweden,4.84,54.89,71.44,340.92,39.64
1979-11-01,1979,11,4,Autumn,Northern Europe,Sweden,2.38,58.55,76.81,340.98,46.56
1979-12-01,1979,12,4,Winter,Northern Europe,Sweden,1.34,25.48,70.71,340.9,45.9
1980-01-01,1980,1,1,Winter,Northern Europe,Sweden,1.13,33.87,67.66,341.78,39.31
1980-02-01,1980,2,1,Winter,Northern Europe,Sweden,1.4,43.05,71.51,341.87,42.93
1980-03-01,1980,3,1,Spring,Northern Europe,Sweden,2.63,38.62,75.53,342.0,54.5
1980-04-01,1980,4,2,Spring,Northern Europe,Sweden,4.57,50.04,70.45,341.87,49.69
1980-05-01,1980,5,2,Spring,Northern Europe,Sweden,7.49,27.32,66.89,341.95,43.45
1980-06-01,1980,6,2,Summer,Northern Europe,Sweden,6.71,53.83,62.61,342.05,47.19
1980-07-01,1980,7,3,Summer,Northern Europe,Sweden,9.05,53.34,79.55,342.13,47.54
1980-08-01,1980,8,3,Summer,Northern Europe,Sweden,7.46,72.5,71.99,342.63,49.07
1980-09-01,1980,9,3,Autumn,Northern Europe,Sweden,6.66,57.17,71.1,341.67,46.79
1980-10-01,1980,10,4,Autumn,Northern Europe,Sweden,4.95,31.39,71.59,342.35,49.4
1980-11-01,1980,11,4,Autumn,Northern Europe,Sweden,3.16,30.05,66.73,341.86,49.2
1980-12-01,1980,12,4,Winter,Northern Europe,Sweden,1.17,57.17,68.88,342.21,42.18
1981-01-01,1981,1,1,Winter,Northern Europe,Sweden,1.39,31.93,79.22,343.07,41.86
1981-02-01,1981,2,1,Winter,Northern Europe,Sweden,0.6,41.51,69.71,343.61,45.79
1981-03-01,1981,3,1,Spring,Northern Europe,Sweden,3.95,40.55,77.13,342.97,41.99
1981-04-01,1981,4,2,Spring,Northern Europe,Sweden,4.22,31.96,65.8,343.52,45.71
1981-05-01,1981,5,2,Spring,Northern Europe,Sweden,6.87,53.59,63.57,343.58,42.88
1981-06-01,1981,6,2,Summer,Northern Europe,Sweden,7.43,30.65,75.27,342.67,42.9
1981-07-01,1981,7,3,Summer,Northern Europe,Sweden,7.57,53.51,71.2,343.67,46.19
1981-08-01,1981,8,3,Summer,Northern Europe,Sweden,8.75,59.38,67.27,343.08,51.03
1981-09-01,1981,9,3,Autumn,Northern Europe,Sweden,7.41,62.02,76.78,343.54,47.51
1981-10-01,1981,10,4,Autumn,Northern Europe,Sweden,4.6,69.62,69.68,343.45,41.38
1981-11-01,1981,11,4,Autumn,Northern Europe,Sweden,1.57,68.47,75.08,343.26,46.73
1981-12-01,1981,12,4,Winter,Northern Europe,Sweden,0.63,40.06,64.71,343.23,48.54
1982-01-01,1982,1,1,Winter,Northern Europe,Sweden,1.9,63.43,73.47,343.71,53.85
1982-02-01,1982,2,1,Winter,Northern Europe,Sweden,1.2,44.38,72.51,344.8,48.14
1982-03-01,1982,3,1,Spring,Northern Europe,Sweden,3.15,29.67,84.93,344.96,48.16
1982-04-01,1982,4,2,Spring,Northern Europe,Sweden,6.24,32.57,76.34,344.48,49.21
1982-05-01,1982,5,2,Spring,Northern Europe,Sweden,7.1,20.4,64.84,345.33,47.24
1982-06-01,1982,6,2,Summer,Northern Europe,Sweden,9.39,67.7,70.9,344.58,52.95
1982-07-01,1982,7,3,Summer,Northern Europe,Sweden,10.01,51.68,79.69,345.11,51.61
1982-08-01,1982,8,3,Summer,Northern Europe,Sweden,8.13,47.2,66.73,344.18,53.73
1982-09-01,1982,9,3,Autumn,Northern Europe,Sweden,6.52,39.22,77.01,344.51,46.05
1982-10-01,1982,10,4,Autumn,Northern Europe,Sweden,6.14,34.56,73.18,344.46,45.75
1982-11-01,1982,11,4,Autumn,Northern Europe,Sweden,1.56,48.19,67.63,344.94,47.86
1982-12-01,1982,12,4,Winter,Northern Europe,Sweden,1.44,34.92,79.15,344.99,45.96
1983-01-01,1983,1,1,Winter,Northern Europe,Sweden,0.56,23.0,77.69,346.41,52.64
1983-02-01,1983,2,1,Winter,Northern Europe,Sweden,1.76,51.89,77.14,346.02,48.43
1983-03-01,1983,3,1,Spring,Northern Europe,Sweden,2.39,49.96,74.8,345.89,48.63
1983-04-01,1983,4,2,Spring,Northern Europe,Sweden,4.72,54.22,65.13,345.61,46.24
1983-05-01,1983,5,2,Spring,Northern Europe,Sweden,6.69,51.17,66.66,346.41,53.89
1983-06-01,1983,6,2,Summer,Northern Europe,Sweden,8.22,65.58,67.42,345.69,51.04
1983-07-01,1983,7,3,Summer,Northern Europe,Sweden,8.43,44.59,79.13,346.17,51.61
1983-08-01,1983,8,3,Summer,Northern Europe,Sweden,7.56,74.57,71.22,346.46,47.75
1983-09-01,1983,9,3,Autumn,Northern Europe,Sweden,6.66,59.0,81.98,345.87,50.11
1983-10-01,1983,10,4,Autumn,Northern Europe,Sweden,5.05,33.52,61.13,345.65,52.4
1983-11-01,1983,11,4,Autumn,Northern Europe,Sweden,3.97,36.75,65.92,346.66,47.8
1983-12-01,1983,12,4,Winter,Northern Europe,Sweden,1.41,62.0,78.47,346.42,44.37
1984-01-01,1984,1,1,Winter,Northern Europe,Sweden,0.66,58.11,73.59,347.09,49.97
1984-02-01,1984,2,1,Winter,Northern Europe,Sweden,2.71,60.37,71.97,347.13,50.17
1984-03-01,1984,3,1,Spring,Northern Europe,Sweden,4.15,60.49,72.97,347.19,54.25
1984-04-01,1984,4,2,Spring,Northern Europe,Sweden,6.12,27.99,70.84,347.86,51.22
1984-05-01,1984,5,2,Spring,Northern Europe,Sweden,6.46,49.67,73.85,346.95,51.27
1984-06-01,1984,6,2,Summer,Northern Europe,Sweden,8.2,46.76,68.1,347.18,48.09
1984-07-01,1984,7,3,Summer,Northern Europe,Sweden,9.11,43.49,72.95,347.25,48.88
1984-08-01,1984,8,3,Summer,Northern Europe,Sweden,9.12,53.47,68.65,347.09,52.02
1984-09-01,1984,9,3,Autumn,Northern Europe,Sweden,7.17,67.37,71.16,347.31,51.39
1984-10-01,1984,10,4,Autumn,Northern Europe,Sweden,4.75,40.97,79.31,347.41,52.6
1984-11-01,1984,11,4,Autumn,Northern Europe,Sweden,3.02,52.23,66.98,347.4,57.84
1984-12-01,1984,12,4,Winter,Northern Europe,Sweden,2.9,46.84,70.17,346.51,49.51
1985-01-01,1985,1,1,Winter,Northern Europe,Sweden,1.56,41.27,70.76,349.0,49.5
1985-02-01,1985,2,1,Winter,Northern Europe,Sweden,2.1,41.2,67.59,349.42,54.74
1985-03-01,1985,3,1,Spring,Northern Europe,Sweden,2.57,51.08,65.05,348.48,56.48
1985-04-01,1985,4,2,Spring,Northern Europe,Sweden,5.18,48.19,76.93,348.99,51.7
1985-05-01,1985,5,2,Spring,Northern Europe,Sweden,7.55,27.65,68.66,348.71,54.14
1985-06-01,1985,6,2,Summer,Northern Europe,Sweden,7.7,31.54,62.38,348.72,51.07
1985-07-01,1985,7,3,Summer,Northern Europe,Sweden,7.81,42.34,72.67,349.27,52.9
1985-08-01,1985,8,3,Summer,Northern Europe,Sweden,9.1,50.61,74.22,349.29,52.03
1985-09-01,1985,9,3,Autumn,Northern Europe,Sweden,6.59,48.1,74.96,349.11,53.55
1985-10-01,1985,10,4,Autumn,Northern Europe,Sweden,4.47,32.38,71.76,348.67,53.21
1985-11-01,1985,11,4,Autumn,Northern Europe,Sweden,2.81,65.98,68.52,348.12,49.07
1985-12-01,1985,12,4,Winter,Northern Europe,Sweden,1.25,57.71,65.51,348.28,53.74
1986-01-01,1986,1,1,Winter,Northern Europe,Sweden,2.28,26.72,63.14,349.79,55.97
1986-02-01,1986,2,1,Winter,Northern Europe,Sweden,2.02,33.65,75.7,350.15,53.68
1986-03-01,1986,3,1,Spring,Northern Europe,Sweden,1.97,35.91,81.78,349.97,51.13
1986-04-01,1986,4,2,Spring,Northern Europe,Sweden,4.65,46.41,76.42,350.35,51.97
1986-05-01,1986,5,2,Spring,Northern Europe,Sweden,7.82,57.11,69.77,350.05,55.8
1986-06-01,1986,6,2,Summer,Northern Europe,Sweden,8.77,34.58,72.35,350.09,52.29
1986-07-01,1986,7,3,Summer,Northern Europe,Sweden,8.08,67.44,74.67,350.94,52.29
1986-08-01,1986,8,3,Summer,Northern Europe,Sweden,8.23,58.65,76.48,350.64,54.28
1986-09-01,1986,9,3,Autumn,Northern Europe,Sweden,5.77,44.11,72.71,350.55,49.66
1986-10-01,1986,10,4,Autumn,Northern Europe,Sweden,3.79,58.93,65.53,349.65,57.41
1986-11-01,1986,11,4,Autumn,Northern Europe,Sweden,2.57,43.99,78.84,349.67,50.21
1986-12-01,1986,12,4,Winter,Northern Europe,Sweden,2.97,47.75,75.4,349.98,53.68
1987-01-01,1987,1,1,Winter,Northern Europe,Sweden,1.13,48.77,76.16,351.53,58.68
1987-02-01,1987,2,1,Winter,Northern Europe,Sweden,2.43,30.08,71.28,351.27,57.76
1987-03-01,1987,3,1,Spring,Northern Europe,Sweden,3.55,46.51,77.07,350.7,53.69
1987-04-01,1987,4,2,Spring,Northern Europe,Sweden,4.57,47.98,74.76,351.45,51.56
1987-05-01,1987,5,2,Spring,Northern Europe,Sweden,7.19,49.02,64.66,351.33,56.62
1987-06-01,1987,6,2,Summer,Northern Europe,Sweden,9.22,39.59,75.95,351.02,51.69
1987-07-01,1987,7,3,Summer,Northern Europe,Sweden,7.63,62.17,72.65,351.32,56.87
1987-08-01,1987,8,3,Summer,Northern Europe,Sweden,8.18,56.31,70.48,351.04,60.57
1987-09-01,1987,9,3,Autumn,Northern Europe,Sweden,7.66,71.34,69.3,351.18,54.26
1987-10-01,1987,10,4,Autumn,Northern Europe,Sweden,5.49,50.0,69.28,351.6,53.29
1987-11-01,1987,11,4,Autumn,Northern Europe,Sweden,1.74,49.03,69.42,351.44,47.45
1987-12-01,1987,12,4,Winter,Northern Europe,Sweden,1.1,44.47,64.42,350.86,55.62
1988-01-01,1988,1,1,Winter,Northern Europe,Sweden,2.21,34.39,70.69,352.7,52.31
1988-02-01,1988,2,1,Winter,Northern Europe,Sweden,2.84,40.32,71.14,352.95,52.32
1988-03-01,1988,3,1,Spring,Northern Europe,Sweden,3.91,57.5,72.7,352.98,56.02
1988-04-01,1988,4,2,Spring,Northern Europe,Sweden,5.63,35.21,71.84,352.81,56.88
1988-05-01,1988,5,2,Spring,Northern Europe,Sweden,7.71,73.54,71.45,352.99,54.59
1988-06-01,1988,6,2,Summer,Northern Europe,Sweden,8.78,46.34,87.73,352.13,63.44
1988-07-01,1988,7,3,Summer,Northern Europe,Sweden,9.3,41.65,83.6,352.43,56.06
1988-08-01,1988,8,3,Summer,Northern Europe,Sweden,7.2,53.26,71.74,353.13,64.31
1988-09-01,1988,9,3,Autumn,Northern Europe,Sweden,6.25,19.74,75.24,352.58,62.46
1988-10-01,1988,10,4,Autumn,Northern Europe,Sweden,4.68,40.97,66.94,353.05,56.17
